r,rw,rx,rwc,rwx,rwxc,category,family,label
0,2,0,0,0,0,Ransomware,RagnarLocker,Ransomware
8,27,1,1,5,0,Ransomware,RagnarLocker,Ransomware
2,3,0,0,0,0,Ransomware,RagnarLocker,Ransomware
99,7212,40,17,7,0,Ransomware,RagnarLocker,Ransomware
99,7217,40,21,7,0,Ransomware,RagnarLocker,Ransomware
131,95,44,33,62,0,Ransomware,RagnarLocker,Ransomware
33,46,10,17,52,0,Ransomware,RagnarLocker,Ransomware
33,46,10,17,52,0,Ransomware,RagnarLocker,Ransomware
33,46,10,17,52,0,Ransomware,RagnarLocker,Ransomware
131,94,44,33,64,0,Ransomware,RagnarLocker,Ransomware
85,76,26,27,60,0,Ransomware,RagnarLocker,Ransomware
84,97,33,25,5,0,Ransomware,Ragnarok,Ransomware
55,58,15,25,42,0,Ransomware,Ragnarok,Ransomware
55,58,15,25,42,0,Ransomware,Ragnarok,Ransomware
55,58,15,25,42,0,Ransomware,Ragnarok,Ransomware
55,58,15,25,42,0,Ransomware,Ragnarok,Ransomware
105,94,32,33,66,0,Ransomware,Ragnarok,Ransomware
33,45,10,17,52,0,Ransomware,Ragnarok,Ransomware
33,45,10,17,52,0,Ransomware,Ragnarok,Ransomware
85,74,26,27,61,0,Ransomware,Ragnarok,Ransomware
69,64,26,21,5,0,Ransomware,Ransomare.NominatusStrike,Ransomware
61,229,15,76,75,21,Ransomware,Ransomare.Pedo,Ransomware
115,177,36,76,91,19,Ransomware,Ransomare.Pedo,Ransomware
67,61,27,21,5,1,Ransomware,RansomBlox,Ransomware
69,64,26,21,5,0,Ransomware,Ransomware.Unnamed,Ransomware
54,52,15,20,42,0,Ransomware,Ransomware.WannaCry,Ransomware
99,84,39,29,5,0,Ransomware,Ransomware.WannaCry,Ransomware
156,290,66,71,35,12,Ransomware,Ransomware,Ransomware
105,102,44,29,6,0,Ransomware,Ransomware,Ransomware
166,179,54,61,76,9,Ransomware,Ransomware,Ransomware
128,93,42,32,52,0,Ransomware,Ransomware,Ransomware
156,277,66,71,35,12,Ransomware,Ransomware,Ransomware
105,101,44,29,6,0,Ransomware,Ransomware,Ransomware
73,71,28,25,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
66,70,25,28,5,0,Ransomware,Redeemer,Ransomware
78,73,30,25,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
76,76,29,29,5,0,Ransomware,Redeemer,Ransomware
78,73,30,25,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
90,190,35,29,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
78,73,30,25,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
83,89,33,27,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
66,70,25,28,5,0,Ransomware,Redeemer,Ransomware
69,72,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
78,73,30,25,5,0,Ransomware,Redeemer,Ransomware
66,70,25,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,72,26,28,5,0,Ransomware,Redeemer,Ransomware
69,76,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,75,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,105,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
69,76,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,72,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,72,26,28,5,0,Ransomware,Redeemer,Ransomware
69,72,26,28,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
69,72,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
69,76,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,75,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,76,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,102,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
64,67,28,24,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,72,26,28,5,0,Ransomware,Redeemer,Ransomware
64,66,28,24,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,70,30,26,5,0,Ransomware,Redeemer,Ransomware
69,70,30,26,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
64,67,28,24,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,75,26,28,5,0,Ransomware,Redeemer,Ransomware
69,74,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
64,67,28,24,5,0,Ransomware,Redeemer,Ransomware
69,70,30,26,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
69,70,30,26,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,75,26,28,5,0,Ransomware,Redeemer,Ransomware
64,67,28,24,5,0,Ransomware,Redeemer,Ransomware
69,72,26,28,5,0,Ransomware,Redeemer,Ransomware
105,101,44,29,6,0,Ransomware,Redeemer,Ransomware
69,70,30,26,5,0,Ransomware,Redeemer,Ransomware
69,73,26,28,5,0,Ransomware,Redeemer,Ransomware
64,64,28,24,5,0,Ransomware,Redeemer,Ransomware
69,70,30,26,5,0,Ransomware,Redeemer,Ransomware
73,67,28,21,5,0,Ransomware,RedLineStealer,Ransomware
69,64,26,21,5,0,Ransomware,RedLineStealer,Ransomware
117,244,49,58,44,15,Ransomware,RedLineStealer,Ransomware
203,162,69,34,66,0,Ransomware,RedLineStealer,Ransomware
135,100,45,33,63,0,Ransomware,RedLineStealer,Ransomware
73,67,28,21,5,0,Ransomware,RedLineStealer,Ransomware
62,58,18,21,49,0,Ransomware,RedLineStealer,Ransomware
73,67,28,21,5,0,Ransomware,RedLineStealer,Ransomware
69,64,27,21,5,1,Ransomware,RedLineStealer,Ransomware
68,61,26,21,5,0,Ransomware,RedLineStealer,Ransomware
67,61,26,21,5,0,Ransomware,Release,Ransomware
113,74,35,31,65,0,Ransomware,Royal,Ransomware
85,73,26,27,61,0,Ransomware,Royal,Ransomware
61,58,18,21,50,0,Ransomware,RSJon,Ransomware
61,58,18,21,50,0,Ransomware,RSJon,Ransomware
61,58,18,21,48,0,Ransomware,RSJon,Ransomware
61,58,18,21,49,0,Ransomware,RSJon,Ransomware
61,58,18,21,50,0,Ransomware,RSJon,Ransomware
67,62,26,21,5,0,Ransomware,RubberDucky,Ransomware
48,54,20,24,5,0,Ransomware,Ryuk,Ransomware
44,58,18,23,5,0,Ransomware,Ryuk,Ransomware
64,67,28,24,5,0,Ransomware,Ryuk,Ransomware
64,67,28,24,5,0,Ransomware,Ryuk,Ransomware
64,66,28,24,5,0,Ransomware,Ryuk,Ransomware
69,72,30,27,5,0,Ransomware,Ryuk,Ransomware
64,66,28,24,5,0,Ransomware,Ryuk,Ransomware
69,72,30,27,5,0,Ransomware,Ryuk,Ransomware
69,70,30,26,5,0,Ransomware,Ryuk,Ransomware
69,70,30,26,5,0,Ransomware,Ryuk,Ransomware
64,66,28,24,5,0,Ransomware,Ryuk,Ransomware
69,70,30,26,5,0,Ransomware,Ryuk,Ransomware
100,89,40,30,6,0,Ransomware,Ryuk,Ransomware
69,70,30,26,5,0,Ransomware,Ryuk,Ransomware
64,66,28,24,5,0,Ransomware,Ryuk,Ransomware
44,58,18,23,5,0,Ransomware,Ryuk,Ransomware
64,67,28,24,5,0,Ransomware,Ryuk,Ransomware
64,67,28,24,5,0,Ransomware,Ryuk,Ransomware
112,100,46,29,6,0,Ransomware,Ryuk,Ransomware
69,72,30,27,5,0,Ransomware,Ryuk,Ransomware
69,72,30,27,5,0,Ransomware,Ryuk,Ransomware
118,115,46,31,6,0,Ransomware,Ryuk,Ransomware
48,54,20,24,5,0,Ransomware,Ryuk,Ransomware
118,106,46,31,6,0,Ransomware,Ryuk,Ransomware
48,54,20,24,5,0,Ransomware,Ryuk,Ransomware
167,152,72,46,9,0,Ransomware,Sage,Ransomware
131,100,54,40,9,0,Ransomware,Sage,Ransomware
94,139,29,53,76,9,Ransomware,SamSam,Ransomware
94,135,29,43,76,8,Ransomware,SamSam,Ransomware
91,82,34,28,5,0,Ransomware,SamSam,Ransomware
66,70,25,28,5,0,Ransomware,SdBot,Ransomware
33,50,13,20,5,0,Ransomware,SdBot,Ransomware
10,10,3,4,4,0,Ransomware,SdBot,Ransomware
140,113,58,31,7,0,Ransomware,SdBot,Ransomware
66,70,25,28,5,0,Ransomware,SdBot,Ransomware
33,50,13,20,5,0,Ransomware,SdBot,Ransomware
10,10,3,4,4,0,Ransomware,SdBot,Ransomware
107,99,42,28,7,0,Ransomware,SdBot,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
163,156,70,37,6,0,Ransomware,Seven,Ransomware
158,155,67,36,6,0,Ransomware,Seven,Ransomware
66,70,25,28,5,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
163,148,70,37,6,0,Ransomware,Seven,Ransomware
158,161,67,36,6,0,Ransomware,Seven,Ransomware
66,70,25,28,5,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
163,155,70,37,6,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
158,152,67,36,6,0,Ransomware,Seven,Ransomware
66,70,25,28,5,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
163,166,70,37,6,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
158,163,67,36,6,0,Ransomware,Seven,Ransomware
66,70,25,28,5,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
163,161,70,37,6,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
158,153,67,36,6,0,Ransomware,Seven,Ransomware
66,70,25,28,5,0,Ransomware,Seven,Ransomware
163,149,70,37,6,0,Ransomware,Seven,Ransomware
71,67,27,24,6,0,Ransomware,Seven,Ransomware
158,162,67,36,6,0,Ransomware,Seven,Ransomware
66,70,25,28,5,0,Ransomware,Seven,Ransomware
168,228,59,116,100,35,Ransomware,ShinoLocker,Ransomware
168,234,59,123,100,35,Ransomware,ShinoLocker,Ransomware
92,67,27,28,61,0,Ransomware,ShinoLocker,Ransomware
85,74,26,27,60,0,Ransomware,ShinoLocker,Ransomware
146,188,45,66,80,14,Ransomware,ShinoLocker,Ransomware
89,210,35,31,6,0,Ransomware,Snake,Ransomware
90,107,27,33,55,0,Ransomware,Snatch,Ransomware
63,63,18,27,46,0,Ransomware,Snatch,Ransomware
34,47,10,17,52,0,Ransomware,Snatch,Ransomware
48,49,13,19,42,0,Ransomware,Snatch,Ransomware
51,56,14,24,42,0,Ransomware,Snatch,Ransomware
32,46,12,20,5,0,Ransomware,Snatch,Ransomware
103,186,43,27,7,1,Ransomware,Snatch,Ransomware
69,72,26,28,5,0,Ransomware,Snatch,Ransomware
48,60,20,23,5,0,Ransomware,Snatch,Ransomware
90,100,27,33,55,0,Ransomware,Snatch,Ransomware
63,63,18,27,46,0,Ransomware,Snatch,Ransomware
34,47,10,17,52,0,Ransomware,Snatch,Ransomware
48,49,13,19,42,0,Ransomware,Snatch,Ransomware
51,56,14,24,42,0,Ransomware,Snatch,Ransomware
97,126,39,28,7,1,Ransomware,Snatch,Ransomware
90,94,27,33,55,0,Ransomware,Snatch,Ransomware
63,63,18,27,46,0,Ransomware,Snatch,Ransomware
34,47,10,17,52,0,Ransomware,Snatch,Ransomware
48,49,13,19,42,0,Ransomware,Snatch,Ransomware
51,56,14,24,42,0,Ransomware,Snatch,Ransomware
90,94,27,33,55,0,Ransomware,Snatch,Ransomware
63,63,18,27,47,0,Ransomware,Snatch,Ransomware
34,47,10,17,52,0,Ransomware,Snatch,Ransomware
48,49,13,19,42,0,Ransomware,Snatch,Ransomware
51,56,14,24,42,0,Ransomware,Snatch,Ransomware
81,113,32,24,7,1,Ransomware,Snatch,Ransomware
68,64,27,21,5,1,Ransomware,SoranoStealer,Ransomware
348,374,112,75,67,0,Ransomware,Spora,Ransomware
13,10,4,5,3,0,Ransomware,Spora,Ransomware
149,138,61,38,8,1,Ransomware,Spora,Ransomware
120,101,50,29,6,0,Ransomware,Spora,Ransomware
212,168,72,35,66,0,Ransomware,Spora,Ransomware
55,57,15,25,42,0,Ransomware,Spora,Ransomware
135,97,45,33,63,0,Ransomware,Spora,Ransomware
85,73,26,27,61,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
73,68,28,22,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
73,68,28,22,6,0,Ransomware,Spora,Ransomware
105,102,44,29,6,0,Ransomware,Spora,Ransomware
69,76,26,28,5,0,Ransomware,Spora,Ransomware
97,88,40,27,6,0,Ransomware,Spora,Ransomware
69,76,26,27,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
69,73,26,28,5,0,Ransomware,Spora,Ransomware
73,68,28,22,6,0,Ransomware,Spora,Ransomware
73,68,28,22,6,0,Ransomware,Spora,Ransomware
69,76,26,28,5,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
67,63,25,18,5,0,Ransomware,Spora,Ransomware
93,96,38,25,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
69,76,26,28,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,102,44,29,6,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
102,100,42,28,6,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
93,92,38,25,6,0,Ransomware,Spora,Ransomware
86,76,33,27,5,0,Ransomware,Spora,Ransomware
69,76,26,28,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
65,65,24,23,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
66,69,25,27,5,0,Ransomware,Spora,Ransomware
108,112,42,34,6,0,Ransomware,Spora,Ransomware
83,88,33,27,5,0,Ransomware,Spora,Ransomware
12,10,4,5,3,0,Ransomware,Spora,Ransomware
127,132,52,32,6,0,Ransomware,Spora,Ransomware
66,69,25,27,5,0,Ransomware,Spora,Ransomware
66,69,25,27,5,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
66,69,25,27,5,0,Ransomware,Spora,Ransomware
103,114,41,34,6,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
73,68,28,22,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
69,73,26,28,5,0,Ransomware,Spora,Ransomware
22,42,7,10,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
73,71,28,22,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
69,79,26,29,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
71,67,27,24,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
83,90,33,27,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
120,101,50,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,105,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
99,107,39,32,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
99,108,39,32,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
67,65,25,23,5,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,100,44,23,6,0,Ransomware,Spora,Ransomware
105,102,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,100,44,23,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,100,44,23,6,0,Ransomware,Spora,Ransomware
73,67,28,22,6,0,Ransomware,Spora,Ransomware
73,66,28,17,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,102,44,29,6,0,Ransomware,Spora,Ransomware
105,102,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,23,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
105,101,44,29,6,0,Ransomware,Spora,Ransomware
64,61,24,24,7,0,Ransomware,Stop,Ransomware
63,62,24,24,7,0,Ransomware,Stop,Ransomware
61,58,18,21,49,0,Ransomware,Stopwar,Ransomware
62,59,18,21,50,0,Ransomware,Stupid,Ransomware
57,144,10,28,65,0,Ransomware,Surtr,Ransomware
57,145,10,28,64,0,Ransomware,Surtr,Ransomware
56,143,10,27,65,0,Ransomware,Surtr,Ransomware
54,52,15,20,42,0,Ransomware,SystemBC,Ransomware
99,85,39,29,6,0,Ransomware,SystemBC,Ransomware
160,286,66,30,6,0,Ransomware,Targeted,Ransomware
85,75,26,27,61,0,Ransomware,Targeted,Ransomware
69,71,26,28,5,0,Ransomware,Targeted,Ransomware
66,70,25,28,5,0,Ransomware,Targeted,Ransomware
66,70,25,28,5,0,Ransomware,Targeted,Ransomware
44,58,18,23,5,0,Ransomware,Targeted,Ransomware
313,408,103,70,14,0,Ransomware,TellYouThePass,Ransomware
13,10,4,5,3,0,Ransomware,TellYouThePass,Ransomware
195,268,81,53,4,0,Ransomware,TellYouThePass,Ransomware
312,413,103,70,9,0,Ransomware,TellYouThePass,Ransomware
13,10,4,5,3,0,Ransomware,TellYouThePass,Ransomware
196,261,82,52,4,0,Ransomware,TellYouThePass,Ransomware
33,46,10,17,52,0,Ransomware,Teslacrypt,Ransomware
33,46,10,17,52,0,Ransomware,Teslacrypt,Ransomware
10,7,2,3,3,0,Ransomware,Teslacrypt,Ransomware
85,75,26,27,61,0,Ransomware,Teslacrypt,Ransomware
33,46,10,17,52,0,Ransomware,Teslacrypt,Ransomware
33,46,10,17,52,0,Ransomware,Teslacrypt,Ransomware
131,125,53,36,7,0,Ransomware,Teslacrypt,Ransomware
66,70,25,28,5,0,Ransomware,Teslacrypt,Ransomware
33,46,10,17,52,0,Ransomware,Teslacrypt,Ransomware
175,211,73,39,7,0,Ransomware,Teslacrypt,Ransomware
11,9,4,5,0,0,Ransomware,TeslaCrypt,Ransomware
166,139,57,31,67,0,Ransomware,TeslaCrypt,Ransomware
90,79,34,29,5,0,Ransomware,TeslaCrypt,Ransomware
152,142,63,40,7,0,Ransomware,TeslaCrypt,Ransomware
222,299,96,45,7,0,Ransomware,TeslaCrypt,Ransomware
220,297,96,37,7,0,Ransomware,TeslaCrypt,Ransomware
66,70,25,28,5,0,Ransomware,TeslaCrypt,Ransomware
10,7,2,3,3,0,Ransomware,TeslaCrypt,Ransomware
85,76,26,27,60,0,Ransomware,TeslaCrypt,Ransomware
10,7,2,3,3,0,Ransomware,TeslaCrypt,Ransomware
85,74,26,27,60,0,Ransomware,TeslaCrypt,Ransomware
135,97,45,33,62,0,Ransomware,TeslaCrypt,Ransomware
11,27,2,1,6,0,Ransomware,Teslarvng,Ransomware
62,58,18,21,50,0,Ransomware,Thanos,Ransomware
69,64,26,21,5,0,Ransomware,Thanos,Ransomware
69,64,26,21,5,0,Ransomware,Thanos,Ransomware
69,64,26,21,5,0,Ransomware,Thanos,Ransomware
69,64,26,21,5,0,Ransomware,Thanos,Ransomware
62,58,18,21,49,0,Ransomware,Thanos,Ransomware
69,64,26,21,5,0,Ransomware,Thanos,Ransomware
113,101,44,30,6,0,Ransomware,trickbot,Ransomware
125,89,41,31,61,0,Ransomware,trickbot,Ransomware
121,104,47,32,13,0,Ransomware,trickbot,Ransomware
55,58,15,25,42,0,Ransomware,trickbot,Ransomware
55,58,15,25,42,0,Ransomware,trickbot,Ransomware
55,58,15,25,42,0,Ransomware,trickbot,Ransomware
55,58,15,25,42,0,Ransomware,trickbot,Ransomware
19,39,5,16,26,0,Ransomware,trickbot,Ransomware
34,47,10,18,52,0,Ransomware,trickbot,Ransomware
34,47,10,17,52,0,Ransomware,trickbot,Ransomware
62,58,18,21,48,0,Ransomware,Troldesh,Ransomware
62,58,18,21,50,0,Ransomware,VenomRAT,Ransomware
69,64,26,21,6,0,Ransomware,VenomRAT,Ransomware
62,58,18,21,50,0,Ransomware,VenomRAT,Ransomware
344,358,109,79,71,0,Ransomware,Venus,Ransomware
165,144,69,38,6,1,Ransomware,Venus,Ransomware
14,10,4,5,3,1,Ransomware,Venus,Ransomware
170,725,73,40,6,1,Ransomware,Venus,Ransomware
55,58,15,25,42,0,Ransomware,Venus,Ransomware
55,58,15,25,42,0,Ransomware,Venus,Ransomware
